ANSI,Year,corn,soyb,weat
5063,2002,130.0,28.0,40.0
5063,2003,126.0,31.0,45.0
5063,2004,120.0,34.0,38.0
5063,2005,80.0,23.0,52.0
5063,2006,121.0,31.0,52.0
5063,2007,154.0,27.0,28.0
5063,2008,156.0,37.0,30.0
5063,2009,135.0,28.5,
5063,2010,130.0,29.0,60.0
5063,2011,112.1,31.9,44.2
5063,2012,160.3,36.4,45.8
5063,2014,179.6,41.0,56.7
5063,2015,161.1,40.8,
5063,2017,160.0,43.4,
5063,2019,159.9,40.9,
5067,2000,140.0,22.0,55.0
5067,2001,157.0,29.0,40.0
5067,2002,147.0,27.0,42.0
5067,2003,140.0,34.0,43.0
5067,2004,151.0,34.0,48.0
5067,2005,130.0,26.0,44.0
5067,2006,156.0,30.0,54.0
5067,2007,149.0,29.0,33.0
5067,2008,150.0,33.5,44.0
5067,2009,153.0,27.0,38.0
5067,2010,150.0,24.9,58.2
5067,2011,147.4,30.9,48.1
5067,2012,166.9,39.5,51.4
5067,2013,174.7,36.1,59.7
5067,2014,173.0,39.8,54.7
5067,2015,168.9,40.5,50.6
5067,2016,147.3,39.2,52.1
5067,2017,174.2,42.2,
5067,2018,177.0,40.1,56.1
5067,2019,178.3,40.3,
5069,2002,130.0,31.0,44.0
5069,2003,164.0,35.0,47.0
5069,2004,155.0,34.0,51.0
5069,2005,172.0,37.0,52.0
5069,2006,174.0,37.0,60.0
5069,2007,177.0,38.0,50.0
5069,2008,156.0,34.5,59.5
5069,2009,166.0,37.5,41.0
5069,2010,166.0,38.8,50.3
5069,2011,153.6,42.3,52.0
5069,2012,191.6,42.9,52.9
5069,2013,193.5,44.8,56.6
5069,2014,201.3,52.8,70.1
5069,2015,199.8,60.6,
5069,2016,190.9,52.2,
5069,2017,187.0,53.1,44.4
5069,2018,192.7,56.5,58.4
5069,2019,181.0,54.3,
5071,2000,115.0,,44.0
5071,2001,130.0,31.0,50.0
5071,2002,120.0,,48.0
5071,2003,130.0,27.0,50.0
5071,2004,122.0,35.0,
5071,2006,120.0,22.0,
5071,2007,145.0,26.0,
5071,2008,125.0,28.5,
5071,2010,121.3,,
5071,2013,115.5,,
5071,2016,143.7,,
5071,2017,151.4,,
5073,2000,115.0,,50.0
5073,2001,124.0,31.0,48.0
5073,2002,128.0,31.0,42.0
5073,2003,125.0,34.0,47.0
5073,2004,129.0,37.0,53.0
5073,2005,106.0,30.0,52.0
5073,2006,134.0,26.0,56.0
5073,2007,173.0,35.0,53.0
5073,2008,142.0,34.5,50.5
5073,2009,127.0,35.0,
5073,2010,130.0,,47.1
5073,2011,129.7,,65.9
5073,2017,165.9,,
5073,2019,148.4,,
5075,2010,160.0,28.4,53.1
5075,2011,123.9,33.4,
5075,2012,175.0,42.3,
5075,2013,167.6,32.5,49.8
5075,2014,166.3,38.3,48.6
5075,2015,164.1,37.9,
5075,2016,167.5,35.7,
5075,2017,170.0,42.0,
5075,2019,180.0,39.9,
5077,2000,143.0,22.0,56.0
5077,2001,163.0,29.0,55.0
5077,2002,157.0,33.0,50.0
5077,2003,154.0,38.0,53.0
5077,2004,146.0,38.0,53.0
5077,2005,135.0,29.0,53.0
5077,2006,165.0,27.0,66.0
5077,2007,176.0,36.0,45.0
5077,2008,142.0,40.0,64.0
5077,2009,146.0,40.5,54.0
5077,2010,145.0,26.3,59.1
5077,2011,120.6,37.9,62.0
5077,2012,168.2,37.2,61.3
5077,2014,177.9,48.7,67.7
5077,2015,164.7,47.6,54.1
5077,2016,149.5,43.5,42.9
5077,2017,184.0,48.5,47.9
5077,2018,168.4,44.4,39.5
5079,2002,135.0,33.0,42.0
5079,2003,143.0,36.0,44.0
5079,2004,135.0,38.0,47.0
5079,2009,161.0,37.5,34.0
5079,2010,165.0,45.2,
5079,2011,152.5,44.2,
5079,2012,192.2,52.0,58.9
5079,2013,188.6,50.3,53.0
5079,2014,195.0,55.8,52.9
5079,2015,192.8,58.3,40.5
5079,2016,181.2,56.2,
5079,2017,189.5,57.8,45.8
5079,2018,193.2,55.4,
5079,2019,188.2,57.2,
5081,2002,95.0,24.0,37.0
5081,2003,130.0,26.0,47.0
5081,2004,130.0,35.0,51.0
5081,2005,125.0,26.0,52.0
5081,2006,130.0,30.0,56.0
5081,2007,146.0,36.0,49.0
5081,2008,131.0,25.0,52.0
5083,2000,112.0,,48.0
5083,2001,127.0,33.0,60.0
5083,2002,130.0,38.0,45.0
5083,2003,135.0,27.0,51.0
5083,2004,150.0,40.0,54.0
5083,2005,135.0,25.0,
5083,2006,120.0,26.0,55.0
5083,2007,148.0,30.0,
5083,2008,128.0,32.5,
5083,2010,121.9,31.2,
5083,2013,98.1,42.5,
5083,2014,150.4,39.5,
5083,2015,169.6,,
5085,2003,166.0,42.0,53.0
5085,2004,153.0,37.0,55.0
5085,2005,151.0,34.0,55.0
5085,2006,164.0,36.0,69.0
5085,2007,191.0,38.0,44.0
5085,2008,168.0,37.0,53.5
5085,2009,169.0,39.5,39.0
5085,2010,175.0,35.8,58.5
5085,2011,157.6,38.8,55.7
5085,2012,189.1,42.3,48.7
5085,2013,197.8,44.5,59.8
5085,2014,198.9,49.9,55.0
5085,2015,190.0,46.4,52.1
5085,2016,173.7,46.3,46.0
5085,2017,187.6,42.5,
5085,2018,185.3,,
5085,2019,178.6,48.2,
5091,2000,100.0,,51.0
5091,2001,102.0,23.0,40.0
5091,2002,90.0,25.0,40.0
5091,2003,100.0,25.0,45.0
5091,2004,120.0,38.0,52.0
5091,2005,78.0,16.0,58.0
5091,2006,107.0,17.0,58.0
5091,2009,70.0,,
5091,2010,88.9,16.6,
5091,2014,163.7,,
5093,2000,135.0,21.0,58.0
5093,2001,160.0,28.0,53.0
5093,2002,144.0,36.0,44.0
5093,2003,157.0,41.0,49.0
5093,2004,150.0,43.0,51.0
5093,2005,154.0,36.0,48.0
5093,2006,172.0,41.0,62.0
5093,2007,173.0,35.0,50.0
5093,2008,159.0,41.5,57.0
5093,2009,169.0,43.0,48.0
5093,2010,166.0,34.6,48.9
5093,2011,137.2,39.0,60.2
5093,2012,170.9,43.6,
5093,2013,194.4,41.5,
5093,2014,201.2,52.4,65.4
5093,2015,179.9,53.0,
5093,2017,163.6,56.7,
5093,2018,200.0,50.5,60.5
5093,2019,137.6,47.6,
5095,2000,137.0,23.0,54.0
5095,2001,160.0,31.0,52.0
5095,2002,148.0,32.0,48.0
5095,2003,154.0,37.0,51.0
5095,2004,130.0,37.0,55.0
5095,2005,125.0,34.0,54.0
5095,2006,152.0,33.0,60.0
5095,2007,162.0,37.0,36.0
5095,2008,145.0,38.5,58.0
5095,2009,147.0,36.5,50.0
5095,2010,143.0,33.1,57.0
5095,2011,137.8,40.3,62.1
5095,2012,177.4,44.4,62.0
5095,2013,182.4,43.1,61.3
5095,2014,184.2,46.4,69.4
5095,2015,180.3,46.4,60.7
5095,2016,163.4,43.3,
5095,2017,182.1,47.2,63.1
5095,2018,173.2,47.3,59.0
5095,2019,169.6,47.7,
5107,2000,142.0,22.0,47.0
5107,2001,154.0,30.0,52.0
5107,2002,136.0,29.0,44.0
5107,2003,127.0,38.0,47.0
5107,2004,134.0,41.0,49.0
5107,2005,141.0,35.0,47.0
5107,2006,152.0,27.0,61.0
5107,2007,176.0,39.0,43.0
5107,2008,141.0,40.5,60.5
5107,2009,149.0,42.0,47.0
5107,2010,145.5,36.0,58.7
5107,2011,142.0,39.5,61.3
5107,2012,181.9,41.2,59.5
5107,2013,187.9,41.8,62.3
5107,2014,197.2,60.9,74.5
5107,2015,185.6,47.1,59.3
5107,2016,169.8,48.9,50.5
5107,2017,172.1,52.9,51.5
5107,2018,166.7,50.5,59.3
5107,2019,160.3,,
5111,2000,140.0,30.0,58.0
5111,2002,140.0,36.0,46.0
5111,2003,142.0,41.0,50.0
5111,2004,146.0,42.0,52.0
5111,2007,174.0,38.0,42.0
5111,2008,177.0,43.0,53.5
5111,2009,164.0,34.0,43.0
5111,2010,153.0,35.2,51.8
5111,2011,153.0,37.2,56.5
5111,2012,172.3,45.7,50.7
5111,2014,180.1,48.0,52.6
5111,2015,192.5,51.8,63.6
5111,2016,176.7,51.0,54.6
5111,2017,195.4,55.5,66.6
5111,2018,197.2,56.4,62.9
5111,2019,186.3,51.0,
5115,2005,148.0,28.0,
5115,2006,138.0,22.0,47.0
5115,2007,159.0,,
5115,2008,140.0,33.5,33.0
5115,2010,144.6,25.8,
5117,2000,145.0,29.0,63.0
5117,2002,167.0,38.0,55.0
5117,2003,168.0,42.0,59.0
5117,2004,161.0,43.0,62.0
5117,2005,156.0,38.0,53.0
5117,2006,175.0,42.0,69.0
5117,2007,172.0,40.0,43.0
5117,2008,169.0,41.5,55.0
5117,2009,171.0,41.5,54.0
5117,2010,169.8,40.6,63.5
5117,2011,158.8,41.6,65.8
5117,2012,194.9,47.3,67.6
5117,2013,183.9,46.8,69.6
5117,2014,185.6,56.4,59.5
5117,2015,187.2,47.9,64.2
5117,2016,182.5,50.0,
5117,2018,191.1,53.6,52.5
5117,2019,173.1,44.0,
5119,2010,131.5,25.1,44.8
5119,2012,169.4,35.6,47.4
5121,2000,138.0,32.0,55.0
5121,2001,160.0,35.0,52.0
5121,2002,155.0,38.0,48.0
5121,2003,145.0,39.0,53.0
5121,2004,163.0,41.0,46.0
5121,2005,154.0,38.0,46.0
5121,2006,164.0,41.0,52.0
5121,2007,173.0,35.0,28.0
5121,2008,151.0,41.0,
5121,2009,145.0,36.5,
5121,2010,130.0,34.1,
5121,2011,112.1,40.1,
5121,2012,164.6,44.5,
5121,2014,181.1,41.0,53.8
5121,2015,158.8,45.2,
5121,2016,173.6,37.9,
5121,2017,181.8,48.2,
5121,2018,176.2,,
5121,2019,186.3,42.5,
5123,2002,159.0,30.0,49.0
5123,2003,145.0,38.0,51.0
5123,2004,158.0,39.0,54.0
5123,2005,138.0,35.0,59.0
5123,2006,158.0,35.0,65.0
5123,2007,173.0,35.0,37.0
5123,2008,160.0,38.5,59.0
5123,2009,158.0,38.0,45.0
5123,2010,160.0,32.3,49.6
5123,2011,159.5,39.4,60.0
5123,2013,172.4,41.0,61.9
5123,2014,179.1,37.9,58.0
5123,2015,165.7,43.4,51.3
5123,2017,183.4,49.7,
5123,2018,180.3,46.2,
5123,2019,172.8,50.3,
5131,2006,120.0,26.0,
5131,2010,80.0,30.1,
5145,2001,120.0,30.0,52.0
5145,2005,130.0,27.0,36.0
5145,2006,135.0,28.0,60.0
5145,2010,140.0,21.0,
5145,2011,130.3,29.3,
5145,2012,173.8,33.5,43.3
5145,2013,158.8,34.2,
5145,2014,194.8,36.9,
5145,2015,169.5,39.8,
5145,2017,203.2,42.6,
5145,2018,184.7,,
5145,2019,177.1,43.0,
5147,2000,140.0,24.0,54.0
5147,2001,150.0,29.0,50.0
5147,2002,144.0,29.0,42.0
5147,2003,146.0,37.0,43.0
5147,2004,138.0,35.0,47.0
5147,2005,120.0,29.0,50.0
5147,2006,152.0,31.0,57.0
5147,2007,153.0,33.0,33.0
5147,2008,135.0,35.5,51.0
5147,2009,139.0,26.0,43.0
5147,2010,153.1,26.4,52.5
5147,2011,146.0,33.6,61.4
5147,2012,175.9,37.7,56.4
5147,2013,167.0,37.5,64.4
5147,2014,172.5,35.2,64.0
5147,2015,164.4,40.7,62.5
5147,2016,159.6,35.7,65.1
5147,2017,177.4,44.6,68.8
5147,2018,188.1,45.8,
5147,2019,162.1,43.8,
5149,2000,115.0,,47.0
5149,2001,120.0,25.0,56.0
5149,2002,90.0,26.0,40.0
5149,2003,115.0,35.0,50.0
5149,2004,128.0,34.0,46.0
5149,2005,110.0,31.0,
5149,2006,132.0,28.0,
5149,2007,136.0,25.0,35.0
5149,2008,128.0,26.5,
5149,2016,156.7,,
6001,2000,116.7,,71.0
6001,2001,155.0,,74.0
6001,2003,152.5,,35.0
6005,2000,183.3,,
6005,2001,166.7,,
6007,2000,140.0,,70.4
6007,2001,133.3,,65.3
6007,2003,175.0,,73.0
6007,2004,212.5,,50.0
6007,2005,210.0,,56.0
6007,2006,175.0,,60.0
6007,2007,125.4,,
6007,2012,200.0,,
6011,2000,136.6,,73.1
6011,2001,134.4,,73.7
6011,2002,154.5,,70.0
6011,2003,153.6,,65.8
6011,2004,215.0,,86.0
6011,2005,184.3,,77.3
6011,2006,170.8,,65.0
6011,2007,192.0,,82.8
6011,2010,221.4,,81.8
6011,2011,166.3,,86.9
6011,2012,214.3,,84.5
6011,2013,197.5,,66.7
6013,2000,131.5,,76.0
6013,2001,118.8,,63.2
6013,2002,126.9,,53.3
6013,2003,153.3,,60.0
6013,2004,150.9,,47.5
6013,2005,146.3,,49.3
6013,2006,144.9,,22.75
6019,2000,160.0,,80.55
6019,2001,160.0,,83.65
6019,2002,176.0,,97.5
6019,2003,170.3,,81.85
6019,2004,196.3,,99.75
6019,2005,173.4,,80.55000000000001
6019,2006,163.6,,77.65
6019,2007,175.0,,93.55
6019,2008,185.0,,98.0
6019,2011,137.5,,64.0
6019,2016,166.0,,60.9
6021,2000,214.8,,72.6
6021,2001,207.7,,77.4
6021,2002,198.2,,70.0
6021,2003,176.8,,58.8
6021,2004,203.7,,91.8
6021,2005,210.0,,37.4
6021,2006,196.8,,27.4
6021,2007,204.0,,47.55
6021,2008,221.0,,73.5
6021,2009,183.0,,
6021,2010,238.8,,74.0
6021,2011,232.0,,
6021,2012,208.2,,73.7
6021,2014,196.7,,53.3
6021,2015,193.2,,58.0
6021,2016,255.4,,67.3
6021,2018,162.0,,
6021,2019,153.1,,
6023,2002,0.0,,
6023,2003,180.0,,
6023,2004,83.3,,
6023,2005,0.0,,
6025,2000,166.7,,76.9
6025,2001,180.0,,77.3
6025,2002,179.2,,85.35
6025,2003,147.5,,74.85
6025,2004,163.3,,85.1
6025,2005,193.3,,98.5
6025,2006,175.0,,102.1
6029,2000,166.7,,79.9
6029,2001,160.0,,82.5
6029,2002,157.5,,93.19999999999999
6029,2003,170.0,,76.45
6029,2004,183.3,,86.9
6029,2005,0.0,,71.2
6029,2006,160.0,,78.45
6029,2007,182.0,,90.4
6029,2012,99.0,,
6029,2015,122.2,,
6029,2016,156.8,,69.1
6031,2000,157.1,,75.35
6031,2001,178.2,,75.94999999999999
6031,2002,204.3,,83.4
6031,2003,181.3,,79.85
6031,2004,184.2,,96.8
6031,2005,181.8,,86.0
6031,2006,165.3,,74.75
6031,2007,189.0,,81.80000000000001
6031,2008,208.0,,85.75
6031,2011,227.8,,
6031,2012,156.6,,90.6
6031,2013,217.5,,84.9
6039,2000,181.8,,77.05
6039,2001,175.0,,79.8
6039,2002,167.0,,88.1
6039,2003,137.0,,74.9
6039,2004,171.6,,69.3
6039,2005,173.6,,61.1
6039,2006,161.0,,74.9
6039,2007,163.0,,
6047,2000,165.0,,85.9
6047,2001,192.9,,85.35
6047,2002,156.3,,89.15
6047,2003,133.6,,82.95
6047,2004,172.9,,90.0
6047,2005,173.2,,53.1
6047,2006,164.6,,70.35
6047,2007,176.0,,86.3
6047,2011,188.9,,105.8
6047,2012,195.7,,107.8
6047,2013,193.1,,
6047,2015,146.4,,70.0
6047,2016,113.3,,
6061,2000,150.0,,62.5
6061,2003,0.0,,57.5
6061,2005,0.0,,
6065,2000,180.0,,82.25
6065,2001,0.0,,75.25
6065,2002,228.8,,71.35
6065,2003,168.8,,68.4
6065,2004,0.0,,77.6
6065,2005,0.0,,72.45
6065,2006,0.0,,63.0
6067,2000,151.0,,75.9
6067,2001,148.3,,74.4
6067,2002,162.5,,76.0
6067,2003,142.2,,58.3
6067,2004,158.8,,80.0
6067,2005,156.3,,33.55
6067,2006,152.1,,52.0
6067,2007,176.0,,
6067,2008,195.0,,89.0
6067,2009,159.0,,
6067,2010,164.1,,
6067,2011,167.9,,89.5
6067,2012,165.9,,
6067,2013,173.9,,
6067,2014,173.0,,50.0
6067,2015,157.4,,
6067,2016,213.5,,102.9
6067,2018,172.9,,82.9
6067,2019,150.0,,
6071,2000,0.0,,
6071,2001,0.0,,
6071,2002,0.0,,
6071,2003,162.9,,
6071,2004,0.0,,
6071,2005,0.0,,
6071,2007,0.0,,
6073,2002,0.0,,50.0
6077,2000,168.5,,79.65
6077,2001,161.6,,84.2
6077,2002,168.4,,91.0
6077,2003,161.9,,78.25
6077,2004,162.3,,80.7
6077,2005,170.3,,83.6
6077,2006,160.9,,58.0
6077,2007,167.4,,90.85
6077,2008,191.0,,80.0
6077,2009,179.0,,
6077,2010,190.4,,91.8
6077,2011,178.1,,103.7
6077,2012,169.4,,
6077,2013,183.1,,
6077,2015,157.7,,77.6
6077,2016,181.2,,107.5
6077,2017,170.3,,82.7
6077,2018,138.9,,84.0
6079,2000,135.0,,43.5
6079,2001,115.0,,39.3
6083,2000,0.0,,40.0
6083,2001,0.0,,38.0
6083,2002,0.0,,0.0
6083,2003,163.3,,50.0
6083,2005,0.0,,
6089,2000,0.0,,60.0
6089,2001,0.0,,57.0
6093,2000,0.0,,71.1
6093,2001,0.0,,71.3
6093,2003,0.0,,78.8
6095,2000,173.8,,77.3
6095,2001,189.3,,72.5
6095,2002,151.7,,64.1
6095,2003,170.0,,56.8
6095,2004,193.4,,85.0
6095,2005,181.3,,69.9
6095,2006,173.6,,51.0
6095,2007,192.1,,65.7
6095,2008,195.0,,75.5
6095,2009,168.0,,68.0
6095,2010,200.0,,69.8
6095,2011,192.2,,89.4
6095,2012,201.9,,69.8
6095,2013,201.8,,67.9
6095,2014,170.0,,60.0
6095,2015,155.6,,83.2
6095,2016,193.9,,71.8
6095,2018,164.7,,72.3
6097,2000,0.0,,56.7
6097,2001,0.0,,60.0
6097,2003,0.0,,50.0
6099,2000,133.3,,70.0
6099,2001,133.3,,82.0
6099,2002,163.9,,82.6
6099,2003,173.6,,54.3
6099,2004,170.0,,81.0
6099,2005,191.2,,69.0
6099,2006,176.7,,80.0
6099,2007,174.0,,
6099,2011,126.5,,107.5
6099,2012,131.3,,
6099,2014,125.0,,
6099,2018,150.0,,84.1
6101,2000,180.6,,74.2
6101,2001,181.8,,70.0
6101,2002,164.8,,70.5
6101,2003,172.9,,60.2
6101,2004,208.9,,66.2
6101,2005,181.4,,68.8
6101,2006,173.3,,49.4
6101,2007,204.0,,83.0
6101,2008,202.0,,84.5
6101,2010,200.0,,88.2
6101,2011,229.1,,89.6
6101,2012,220.7,,79.7
6101,2013,172.6,,82.2
6101,2014,225.0,,80.0
6101,2016,264.1,,78.0
6101,2018,210.0,,84.8
6101,2019,147.1,,47.6
6103,2000,183.3,,65.0
6103,2001,166.7,,54.0
6103,2002,207.1,,59.3
6103,2003,165.0,,54.0
6103,2004,211.3,,66.3
6103,2005,186.4,,58.0
6103,2006,174.3,,54.0
6103,2010,223.3,,
6107,2000,175.0,,67.3
6107,2001,193.3,,85.6
6107,2002,183.3,,75.95
6107,2003,173.2,,72.45
6107,2004,200.8,,95.75
6107,2005,185.3,,64.9
6107,2006,171.6,,74.35
6107,2007,190.0,,85.45
6107,2011,224.4,,100.0
6107,2012,232.3,,72.5
6107,2013,228.2,,71.2
6113,2000,182.1,,84.3
6113,2001,190.1,,83.7
6113,2002,180.2,,80.0
6113,2003,174.6,,62.9
6113,2004,187.1,,81.5
6113,2005,176.4,,73.1
6113,2006,178.6,,60.0
6113,2007,215.0,,38.35
6113,2008,196.0,,86.5
6113,2009,158.0,,82.0
6113,2010,203.4,,82.2
6113,2011,169.4,,95.5
6113,2012,161.6,,84.3
6113,2013,205.5,,73.0
6113,2015,140.7,,63.2
6113,2016,210.0,,
6113,2018,196.7,,77.9
6113,2019,194.8,,46.6
6115,2000,172.2,,60.0
6115,2001,185.7,,56.0
6115,2003,175.0,,54.0
6115,2004,196.3,,87.5
6115,2005,183.3,,0.0
6115,2006,175.0,,0.0
6115,2008,0.0,,
8001,2000,74.0,,24.0
8001,2001,117.5,,32.5
8001,2002,126.0,,24.5
8001,2003,47.5,,30.5
8001,2004,138.0,,
8001,2005,138.5,,
8001,2006,167.5,,
8001,2007,76.0,,34.0
8001,2008,94.0,,28.5
8001,2010,81.8,,39.9
8001,2011,72.7,,35.7
8001,2012,65.0,,36.2
8001,2013,61.8,,27.5
8001,2014,125.4,,47.9
8001,2015,112.5,,36.6
8001,2016,90.1,,46.6
8001,2017,82.0,,39.0
8001,2018,51.6,,26.8
8001,2019,54.8,,44.1
8005,2000,54.0,,26.5
8005,2001,112.5,,26.0
8005,2002,60.0,,21.0
8005,2003,83.5,,22.5
8005,2005,46.5,,
8009,2000,151.5,,27.0
8009,2001,154.0,,35.5
8009,2002,147.5,,21.5
8009,2003,131.0,,27.5
8009,2004,172.0,,
8009,2005,130.5,,
8009,2006,136.5,,13.0
8009,2007,112.5,,35.5
8009,2008,108.0,,23.5
8009,2010,132.4,,31.4
8009,2012,138.2,,17.5
8009,2016,128.2,,
8011,2000,127.5,,31.5
8011,2001,120.0,,45.0
8011,2002,90.0,,24.0
8011,2003,0.0,,38.5
8011,2004,152.0,,
8011,2005,133.5,,
8011,2006,190.0,,16.0
8011,2007,167.0,,52.0
8011,2008,149.0,,
8011,2010,146.8,,
8011,2011,144.0,,
8011,2014,131.6,,
8011,2016,155.4,,
8011,2017,164.3,,
8011,2018,176.2,,68.2
8011,2019,182.7,,
8013,2000,130.0,,35.5
8013,2001,115.0,,33.5
8013,2002,124.0,,25.0
8013,2003,140.0,,50.0
8013,2004,164.5,,
8013,2005,163.0,,
8013,2006,147.5,,42.0
8013,2007,149.5,,44.0
8013,2010,155.2,,51.3
8013,2011,173.3,,
8013,2016,153.1,,
8013,2017,160.0,,
8013,2019,125.8,,
8017,2000,88.5,,26.5
8017,2001,86.0,,26.5
8017,2002,135.0,,13.0
8017,2003,85.5,,29.5
8017,2004,78.5,,
8017,2005,102.5,,
8017,2006,77.0,,16.0
8017,2007,103.5,,35.0
8017,2008,92.0,,20.0
8017,2010,127.0,,46.7
8017,2011,92.2,,31.3
8017,2012,75.5,,29.5
8017,2013,101.8,,
8017,2014,102.6,,24.0
8017,2015,101.3,,37.4
8017,2016,81.8,,
8017,2017,110.7,,
8017,2018,93.1,,29.1
8017,2019,91.4,,45.5
8025,2000,97.0,,23.5
8025,2001,133.5,,23.0
8025,2002,80.0,,0.0
8025,2003,100.0,,20.0
8025,2009,119.0,,33.0
8029,2000,171.5,,76.5
8029,2001,148.5,,106.5
8029,2002,170.0,,85.0
8029,2003,159.0,,100.0
8029,2004,165.0,,
8029,2005,177.0,,
8029,2006,190.5,,
8029,2007,159.0,,100.0
8029,2008,200.0,,
8029,2015,192.4,,
8033,2000,0.0,,13.5
8033,2002,0.0,,14.0
8033,2003,0.0,,17.0
8039,2000,38.5,,37.5
8039,2001,66.5,,33.5
8039,2002,20.0,,19.0
8039,2003,36.5,,24.0
8039,2004,72.5,,
8039,2005,49.5,,
8039,2006,42.5,,13.5
8039,2007,60.0,,35.0
8039,2008,44.0,,22.0
8039,2010,66.3,,
8039,2011,55.9,,
8039,2015,75.0,,39.0
8039,2016,40.4,,54.7
8039,2017,71.4,,31.6
8041,2000,160.0,,40.0
8041,2008,153.0,,27.5
8043,2001,0.0,,
8043,2003,0.0,,
8055,2003,100.0,,
8055,2006,0.0,,
8061,2000,29.0,,28.0
8061,2001,39.0,,31.5
8061,2002,70.0,,8.5
8061,2003,63.0,,25.0
8061,2004,67.5,,
8061,2005,78.5,,
8061,2006,43.5,,20.0
8061,2008,60.0,,21.5
8061,2010,60.6,,41.7
8061,2011,64.7,,26.6
8061,2013,59.6,,6.2
8061,2015,77.3,,30.0
8061,2016,50.7,,39.1
8061,2018,67.0,,36.4
8063,2000,99.5,,31.0
8063,2001,105.0,,30.5
8063,2002,116.5,,19.5
8063,2003,133.0,,38.0
8063,2004,114.0,,
8063,2005,134.0,,
8063,2006,121.0,,21.5
8063,2007,125.0,,42.5
8063,2008,100.0,,35.5
8063,2010,136.7,,52.2
8063,2011,110.8,,46.1
8063,2012,89.3,,38.7
8063,2013,95.7,,22.6
8063,2014,102.6,,40.9
8063,2015,121.7,,44.0
8063,2016,116.7,,53.4
8063,2017,133.7,,60.5
8063,2018,122.3,,36.1
8063,2019,100.5,,58.2
8067,2002,0.0,,6.5
8067,2005,116.5,,
8069,2000,138.5,,28.0
8069,2001,132.5,,39.0
8069,2002,135.5,,30.0
8069,2003,155.0,,50.0
8069,2004,136.5,,
8069,2005,153.0,,
8069,2006,137.5,,
8069,2007,150.0,,44.5
8069,2008,123.0,,
8069,2010,184.3,,45.5
8069,2012,133.0,,37.4
8069,2013,132.0,,31.5
8069,2014,146.6,,49.6
8069,2015,130.0,,37.2
8069,2016,101.2,,
8069,2019,148.5,,54.4
8071,2000,114.0,,26.5
8071,2001,120.0,,30.5
8071,2005,125.0,,
8073,2000,57.0,,41.0
8073,2001,83.5,,29.5
8073,2002,86.5,,22.0
8073,2003,39.0,,32.5
8073,2004,75.0,,
8073,2005,67.0,,
8073,2006,64.0,,
8073,2007,65.5,,32.0
8073,2008,39.0,,18.0
8073,2010,59.8,,33.7
8073,2011,46.6,,27.6
8073,2012,27.5,,27.5
8073,2013,32.6,,18.9
8073,2014,62.8,,35.3
8073,2015,73.8,,31.5
8073,2016,64.2,,47.8
8073,2018,52.8,,24.3
8075,2000,114.5,,29.0
8075,2001,121.5,,31.5
8075,2002,132.0,,19.0
8075,2003,110.5,,36.5
8075,2004,122.0,,
8075,2005,139.5,,
8075,2006,130.0,,
8075,2007,141.0,,34.0
8075,2008,138.0,,33.5
8075,2009,151.0,,37.5
8075,2010,166.0,,42.7
8075,2011,134.6,,40.8
8075,2012,130.1,,35.3
8075,2013,129.9,,31.4
8075,2014,148.9,,47.1
8075,2015,143.4,,39.1
8077,2000,145.0,,93.5
8077,2001,147.5,,112.5
8077,2002,133.5,,88.0
8077,2003,138.0,,113.5
8077,2004,148.0,,
8077,2005,159.0,,
8077,2006,189.0,,
8077,2007,149.5,,116.5
8077,2008,128.0,,121.5
8083,2000,160.0,,15.0
8083,2001,150.0,,25.0
8083,2006,168.0,,19.0
8083,2007,0.0,,23.5
8083,2015,150.0,,50.1
8085,2000,162.0,,70.0
8085,2001,162.0,,98.0
8085,2002,154.5,,76.0
8085,2003,154.5,,80.0
8085,2004,171.0,,
8085,2005,166.5,,
8085,2006,180.0,,80.0
8085,2007,165.5,,110.0
8085,2008,179.0,,
8087,2000,151.5,,29.0
8087,2001,174.5,,43.0
8087,2002,163.0,,28.5
8087,2003,159.0,,37.0
8087,2004,176.0,,
8087,2005,184.0,,
8087,2006,198.0,,
8087,2007,158.0,,45.5
8087,2008,164.0,,40.0
8087,2011,163.1,,45.9
8087,2012,180.7,,45.7
8087,2013,168.6,,36.5
8087,2014,162.2,,58.2
8087,2015,157.6,,37.6
8087,2017,184.8,,
8087,2018,164.4,,35.1
8089,2000,162.5,,71.5
8089,2001,172.0,,70.0
8089,2002,124.5,,50.0
8089,2003,183.5,,64.0
8089,2004,200.0,,
8089,2005,180.5,,
8089,2006,228.5,,32.0
8089,2007,184.5,,67.0
8089,2008,186.0,,75.5
8089,2010,190.2,,
8089,2011,174.8,,80.0
8089,2012,148.1,,58.9
8089,2014,191.8,,48.7
8089,2016,187.7,,
8089,2017,171.7,,63.6
8089,2018,128.3,,
8095,2000,111.5,,29.0
8095,2001,130.0,,37.0
8095,2002,142.0,,21.0
8095,2003,124.5,,47.5
8095,2004,127.0,,
8095,2005,144.0,,
8095,2006,141.0,,20.0
8095,2007,141.0,,42.5
8095,2008,152.0,,44.0
8095,2010,157.6,,45.9
8095,2011,135.0,,46.9
8095,2012,125.2,,36.6
8095,2013,122.2,,28.0
8095,2014,154.6,,49.0
8095,2015,148.5,,
8095,2016,142.9,,55.6
8095,2017,148.6,,52.9
8095,2018,127.3,,
8095,2019,133.6,,
8099,2000,139.5,,28.0
